magicka.1.d;Я чувствую, как моя сила медленно возвращается. Я восстановил часть своей магии.;;;;;;;;;;;;;x
EVTDESC600159;Используйте магию Разрушения для того, чтобы снизить атакующую способность солдат.;;;;;;;;;;;;;x;
EVTOPTA600159;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600159;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600159;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600159;Я передумал.;;;;;;;;;;;;;x;
spell_break_army_weapons_1;Прощай, оружие!;;;;;;;;;;;;;x;
spell_break_army_weapons_2;Прощай, оружие!;;;;;;;;;;;;;x;
spell_break_army_weapons_3;Прощай, оружие!;;;;;;;;;;;;;x;
break_army_armor;Расколотый щит;;;;;;;;;;;;;x;
break_army_armor_desc;Снизить обороноспособность солдат.;;;;;;;;;;;;;x;
EVTDESC600160;Используйте магию школы Изменения для того, чтобы снизить обороноспособность солдат.;;;;;;;;;;;;;x;
EVTOPTA600160;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600160;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600160;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600160;Я передумал.;;;;;;;;;;;;;x;
spell_break_army_armor_1;Расколотый щит;;;;;;;;;;;;;x;
spell_break_army_armor_2;Расколотый щит;;;;;;;;;;;;;x;
spell_break_army_armor_3;Расколотый щит;;;;;;;;;;;;;x;
reduce_global_recruitment;Уменьшение глобального набора рекрутов;;;;;;;;;;;;;x;
reduce_global_recruitment_desc;Снизить прирост рекрутов;;;;;;;;;;;;;x;
EVTDESC600161;Используйте магию Восстановления, чтобы замедлить прирост рекрутов.;;;;;;;;;;;;;x;
EVTOPTA600161;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600161;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600161;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600161;Я передумал.;;;;;;;;;;;;;x;
spell_reduce_global_recruitment_1;Уменьшение глобального набора рекрутов;;;;;;;;;;;;;x;
spell_reduce_global_recruitment_2;Уменьшение глобального набора рекрутов;;;;;;;;;;;;;x;
spell_reduce_global_recruitment_3;Уменьшение глобального набора рекрутов;;;;;;;;;;;;;x;
spell_repulsive;Отвергнуть Персонажа;;;;;;;;;;;;;x;
spell_repulsive_desc;Ухудшить мнение другого персонажа о вас;;;;;;;;;;;;;x;
EVTDESC600162;Используйте магию Иллюзии, чтобы ухудшить отношение другого персонажа к вам.;;;;;;;;;;;;;x;
EVTOPTA600162;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600162;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600162;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600162;Я передумал.;;;;;;;;;;;;;x;
spell_repulse_1;Отвергнуть Персонажа;;;;;;;;;;;;;x;
spell_repulse_2;Отвергнуть Персонажа;;;;;;;;;;;;;x;
spell_repulse_3;Отвергнуть Персонажа;;;;;;;;;;;;;x;
frenzy_vassals;Разозлить Вассалов;;;;;;;;;;;;;x;
frenzy_vassals_desc;Ухудшить мнение вассалов;;;;;;;;;;;;;x;
EVTDESC600163;Используйте магию Иллюзии, чтобы ухудшить мнение вассалов вашей цели.;;;;;;;;;;;;;x;
EVTOPTA600163;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600163;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600163;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600163;Я передумал.;;;;;;;;;;;;;x;
spell_frenzy_vassals_1;Разозлить Вассалов;;;;;;;;;;;;;x;
spell_frenzy_vassals_2;Разозлить Вассалов;;;;;;;;;;;;;x;
spell_frenzy_vassals_3;Разозлить Вассалов;;;;;;;;;;;;;x;
frenzy_self;Злобный Взгляд;;;;;;;;;;;;;x;
frenzy_self_desc;Уменьшить расположение сюзерена;;;;;;;;;;;;;x;
EVTDESC600164;Используйте магию Иллюзии, чтобы уменьшить мнение сюзерена вашей цели по отношению к вам.;;;;;;;;;;;;;x;
EVTOPTA600164;Я выберу малую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTB600164;Я выберу средний вариант заклинания.;;;;;;;;;;;;;x;
EVTOPTC600164;Я выберу большую версию заклинания.;;;;;;;;;;;;;x;
EVTOPTD600164;Я передумал.;;;;;;;;;;;;;x;
spell_frenzy_self_1;Злобный Взгляд;;;;;;;;;;;;;x;
spell_frenzy_self_2;Злобный Взгляд;;;;;;;;;;;;;x;
spell_frenzy_self_3;Злобный Взгляд;;;;;;;;;;;;;x;
conjure_plague;Вызвать Чуму;;;;;;;;;;;;;x;
conjure_plague_desc;Используйте магию Разрушения, чтобы вызвать страшную чуму.;;;;;;;;;;;;;x;
EVTDESC600165;Используйте магию Разрушения для того, чтобы вызвать страшную чуму.;;;;;;;;;;;;;x;
EVTOPTA600165;Чума на оба ваших дома!;;;;;;;;;;;;;x;
EVTOPTD600165;Я передумал.;;;;;;;;;;;;;x;
summon_physician;Призвать врача.;;;;;;;;;;;;;x;
summon_physician_desc;Используйте это заклинание для того, чтобы призвать верного придворного к вам на службу.;;;;;;;;;;;;;x;
EVTDESC600166;Используйте школу Колдовства для того, чтобы вызвать нового придворного врача.;;;;;;;;;;;;;x;
EVTOPTA600166;Лекарь, покажи себя!;;;;;;;;;;;;;x;
EVTOPTB600166;Лекарь, я выбираю тебя!;;;;;;;;;;;;;x;
EVTOPTC600166;В общем, я бы предпочел не выбирать.;;;;;;;;;;;;;x;
##########################SPELL MODIFIERS;;;;;;;;;;;;;x;;
timer_boost_morale_defence;Время Повышения Морального Духа Обороны;;;;;;;;;;;;;x;
timer_boost_morale_offence;Время Повышения Морального Духа Наступающих;;;;;;;;;;;;;x;
timer_increase_defence;Увеличение Времени Защиты;;;;;;;;;;;;;x;
timer_increase_damage;Время увеличения урона;;;;;;;;;;;;;x;
timer_hasten_army;Время ускорения армии;;;;;;;;;;;;;x;
timer_smoke_screen;Время Дымовой Завесы;;;;;;;;;;;;;x;
timer_slow_enemy;Время Замедления Противника;;;;;;;;;;;;;x;
timer_sheogorath_tactic;Время Тактики Шеогората;;;;;;;;;;;;;x;
timer_religious_fervor;Время Религиозного Пыла;;;;;;;;;;;;;x;
timer_conjure_siege;Время Заклинания Осады;;;;;;;;;;;;;x;
timer_final_stand;Время Стоять до Последнего;;;;;;;;;;;;;x;
#spell_boost_morale_defence_1;;;;;;;;;;;;;x;;
#spell_boost_morale_defence_2;;;;;;;;;;;;;x;;
#spell_boost_morale_defence_3;;;;;;;;;;;;;;x;
#spell_boost_morale_offence_1;;;;;;;;;;;;;;x;
#spell_boost_morale_offence_2;;;;;;;;;;;;;;x;
#spell_boost_morale_offence_3;;;;;;;;;;;;;x;;
#spell_increase_defence_1;;;;;;;;;;;;;;x;
#spell_increase_defence_2;;;;;;;;;;;;;;x;
#spell_increase_defence_3;;;;;;;;;;;;;;x;
#spell_increase_damage_1;;;;;;;;;;;;;x;;
#spell_increase_damage_2;;;;;;;;;;;;;x;;
#spell_increase_damage_3;;;;;;;;;;;;;x;;
#spell_hasten_army_1;;;;;;;;;;;;;;x;
#spell_hasten_army_2;;;;;;;;;;;;;;x;
#spell_hasten_army_3;;;;;;;;;;;;;;x;
#spell_smoke_screen_1;;;;;;;;;;;;;;x;
#spell_smoke_screen_2;;;;;;;;;;;;;;x;
#spell_smoke_screen_3;;;;;;;;;;;;;;x;
#spell_slow_enemy_1;;;;;;;;;;;;;;x;
#spell_slow_enemy_2;;;;;;;;;;;;;;x;
#spell_slow_enemy_3;;;;;;;;;;;;;;x;
#spell_sheogorath_tactic_1;;;;;;;;;;;;;;x;
#spell_sheogorath_tactic_2;;;;;;;;;;;;;x;;
#spell_sheogorath_tactic_3;;;;;;;;;;;;;x;;
#spell_religious_fervor_1;;;;;;;;;;;;;;x;
#spell_religious_fervor_2;;;;;;;;;;;;;;x;
#spell_religious_fervor_3;;;;;;;;;;;;;x;;
#spell_conjure_siege_1;;;;;;;;;;;;;x;;
#spell_conjure_siege_2;;;;;;;;;;;;;x;;
#spell_conjure_siege_3;;;;;;;;;;;;;x;;
#spell_final_stand_1;;;;;;;;;;;;;x;;
#spell_final_stand_2;;;;;;;;;;;;;x;;
#spell_final_stand_3;;;;;;;;;;;;;x;;
#spell_improve_tolerance_1;;;;;;;;;;;;;x;;
#spell_improve_tolerance_2;;;;;;;;;;;;;x;;
#spell_improve_tolerance_3;;;;;;;;;;;;;x;;
#spell_terrain_knowlege_1;;;;;;;;;;;;;x;;
#spell_terrain_knowlege_2;;;;;;;;;;;;;x;;
#spell_terrain_knowlege_3;;;;;;;;;;;;;x;;
#spell_terrain_knowlege_4;;;;;;;;;;;;;x;;
#spell_terrain_knowlege_5;;;;;;;;;;;;;x;;
#spell_terrain_knowlege_6;;;;;;;;;;;;;x;;
#spell_terrain_knowlege_7;;;;;;;;;;;;;x;;
#spell_terrain_knowlege_8;;;;;;;;;;;;;x;;
#polymorph_chicken;;;;;;;;;;;;;x;;
####################OTHER FLUFF;;;;;;;;;;;;;x;;
fortify_health;Призыв Кинарет;;;;;;;;;;;;;x;
fortify_health_desc;Призыв Кинарет повышает ваше здоровье.;;;;;;;;;;;;;x;
fortify_fertility;Призыв Мары;;;;;;;;;;;;;x;
fortify_Fertility_desc;Призыв Мары повышает вашу плодовитость.;;;;;;;;;;;;;x;
fortify_diplomacy;Призыв Стендарра;;;;;;;;;;;;;x;
fortify_diplomacy_desc;Призыв Стендарра повышает ваш навык дипломатии.;;;;;;;;;;;;;x;
fortify_martial;Призыв Талоса;;;;;;;;;;;;;x;
fortify_martial_desc;Призыв Талоса повышает ваши боевые навыки.;;;;;;;;;;;;;x;
fortify_intrigue;Призыв Дибеллы;;;;;;;;;;;;;x;
fortify_intrigue_desc;Призыв Дибеллы повышает ваш навык интриги.;;;;;;;;;;;;;x;
fortify_stewardship;Призыв Зенитара;;;;;;;;;;;;;x;
fortify_stewardship_desc;Призыв Зенитара повышает ваш навык управления.;;;;;;;;;;;;;x;
