#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
EVTDSC_RIP_15115;Подняв свой меч, Вы повели войска в атаку на мятежных фанатиков. В пылу битвы Вы заметили [From.GetHersHis] - [From.GetFirstName], Бел[From.GetAyaYy] всадни[From.GetTsaK], пророк судного дня собственной персоной. Ваши взгляды пересеклись, и вскоре вы об[From.GetRootEndEA] оказались перед выбором - сразиться один на один или отступить.\nСейчас, оглядываясь назад, Вы жалеете, что не никто не воспел Вашу чудесную победу над т[From.GetOyEm], кто считал[From.GetEndA] себя непобедим[From.GetOyYm].;x
EVTOPTA_RIP_15115;Арестовать [From.GetHersHis]!;x
EVTNAME_RIP_15116;Kонец;x
EVTDSC_RIP_15116;С зажженным факелом, гордо подняв меч, Бел[From.GetAyaYy] всадни[From.GetTsaK] со своим святым воинством броси[From.GetLasLsya] в бой подобно сказочному герою прошлого, и когда [From.GetSheHe] встретил[From.GetEndA] свою судьбу, это выглядело, как нелепая случайность. Свидетели утверждают, что [From.GetSheHe] споткну[From.GetLasLsya] и упал[From.GetEndA] на копьё своего товарища.\n[From.GetHersHisCap] идея потерпела крах, непобедим[From.GetAyaYy] носитель[From.GetEndNitsa] злого рока погиб[From.GetNoneE] по воле случая, что может быть лучше?;x
EVTOPTA_RIP_15116;Наконец-то!;x
EoD_uprising_troops_ARMY;Армия;x
EVTDESC_GBC_1;[Root.PrimaryTitle.GetFOA], с прискорбием вынуждены сообщить, что минувшим утром [GBC_dead_one.GetTitledFirstName] сконча[GBC_dead_one.GetLasLsya] от чумы.;x
EVTNAME_GBC_2;Грустная ночь;x
EVTDESC_GBC_2;Прошло уже некоторое время с тех пор, как [GBC_dead_one.GetTitledName] покинул[GBC_dead_one.GetEndA] этот бренный мир, но мысли о н[GBC_dead_one.GetEyYom] не покидают Вас. Иногда по утрам, Вас преследует образ [GBC_dead_one.GetHersHis] лица, покрытого чёрными пятнами. Или же за ужином, когда подают [GBC_dead_one.GetHersHis] любимые блюда. Но, что Вы можете сделать? Быть может, назвать следующего новорождённого при дворе в честь н[GBC_dead_one.GetHersHis]?\nЧасто по ночами Вас мучают сомнения. Когда всё вокруг затихает, и Вы остаётесь наедине со своими мыслями. Почему? За что столь ужасная судьба постигла [GBC_dead_one.GetHersHis]. Неужели [Root.Religion.GetHighGodName] этого пожелал[Root.GetHGodEndA]?;x
EVTOPTA_GBC_2;Не могу поверить, что [GBC_dead_one.GetHersHis] больше нет.;x
EVTDESC_GBC_3_A;[GBC_dead_one.GetTitledName]... [GBC_dead_one.GetHersHisCap] больше нет, и я не могу перестать думать об этом. Что ждёт нас после смерти? [Root.GetLordSpiritualName] советует мне заглянуть внутрь себя, и тогда [Root.Religion.GetHighGodName] в своей бесконечной мудрости поможет мне это понять. Но, когда я од[Root.GetNaIn], в темноте, высшие силы не помогают мне.;x
EVTDESC_GBC_3_B;[GBC_dead_one.GetTitledName]... [GBC_dead_one.GetHersHisCap] больше нет, и я не могу перестать думать об этом. Что ждёт нас после смерти? Я пытаюсь заглянуть в себя и найти ответы. Кажется, [Root.Religion.GetHighGodName] поддерживает меня, но когда я остаюсь од[Root.GetNaIn] в темноте, то не могу найти Его.;x
EVTOPTA_GBC_3;Я долж[Root.GetNaEn] с кем-то поговорить об этом...;x
EVTOPTB_GBC_3;Никто не понимает меня.;x
EVTDESC_GBC_5;[GBC_new_friend.GetTitledFirstName] сегодня встретил[GBC_new_friend.GetEndA] меня около могилы, которую я в последнее время посещаю чуть ли не каждый день. "[GBC_dead_one.GetTitledName]... Нам всем [GBC_dead_one.GetHersHis] не хватает. Но [Root.GetTitle] не долж[Root.GetNaEn] показывать своё горе. Понимаю, это тяжело", — спокойно сказал[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe].;x
EVTOPTA_GBC_5;Но я - живой человек, они должны понять это.;x
EVTOPTB_GBC_5;Я в порядке, поверь мне. Не будем больше об этом.;x
EVTDESC_GBC_6;[GBC_new_friend.GetFirstName] рассказал[GBC_new_friend.GetEndA] мне, что [GBC_dead_one.GetTitledName] увлека[GBC_dead_one.GetLasLsya] птицами. Я и понятия не имел[Root.GetEndA]. Оказывается, у н[GBC_dead_one.GetHersHis] была ручная сова. "Это Геката. Похоже, Вы ей нравитесь", — с лёгкой улыбкой сказал[GBC_new_friend.GetEndA] [GBC_new_friend.GetFirstName], поглаживая её голову.;x
EVTOPTA_GBC_6;Какое милое создание!;x
EVTOPTB_GBC_6;Я не могу её взять.;x
pet_owl;Ручная сова;x
EVTDESC_GBC_73;Сегодня на заседании м[GBC_nice_councillor.GetOyaOy] советни[GBC_nice_councillor.GetTsaK] [GBC_nice_councillor.GetFirstName], нахмурив брови, высказал[GBC_nice_councillor.GetEndA] свои замечания: "[Root.PrimaryTitle.GetFOA], не могу не заметить, что Ваш[GBC_new_friend.GetEndA] родственни[GBC_new_friend.GetTsaK] [GBC_new_friend.GetFirstName] посещает Вас гораздо чаще обычного. Не знал[GBC_nice_councillor.GetEndA], что вы столь близки".;x
EVTOPTA_GBC_73;Полагаю, горе объединило нас.;x
EVTOPTB_GBC_73;Не понимаю, о чём Вы говорите.;x
EVTDESC_GBC_8;Тихое спокойное утро. Я в св[Root.GetMyChamberPREP] кормил[Root.GetEndA] любимую сову. Вдруг [GBC_new_friend.GetFirstName] ворва[GBC_new_friend.GetLasLsya] в комнату и сразу направи[GBC_new_friend.GetLasLsya] к Гекате. "Я передумал[GBC_new_friend.GetEndA]!" — заявил[GBC_new_friend.GetEndA] [GBC_new_friend.GetSheHe], бесцеремонно забрав клетку.;x
EVTOPTA_GBC_8;Эй, постой! Что случилось?!;x
EVTOPTB_GBC_8;Ты не можешь её забрать! Я тебе не позволю!;x
EVTOPTC_GBC_8;Ладно. Я всё равно уже устал[Root.GetEndA] от этого.;x
EVTDESC_GBC_9;[GBC_new_friend.GetFirstName] останови[GBC_new_friend.GetLasLsya] и закрыл[GBC_new_friend.GetEndA] своё лицо руками: "Прости, [Root.GetFirstName]. Я не знаю, что делаю". Когда [GBC_new_friend.GetSheHe] убрал[GBC_new_friend.GetEndA] руки, я увидел[Root.GetEndA], как по [GBC_new_friend.GetHersHis] щекам текли слёзы: "Мне кажется, я умираю. Я покину тебя точно так же, как [GBC_dead_one.GetFirstName] покинул нас".;x
